원종현,1987-07-31,06-28,@두산,W 5:0,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,10,0.89,0.197,0.000,0.000,2.21,0.10,0.56,0.008,,,3일
원종현,1987-07-31,07-02,롯데,W 9:7,0,1.2,0,0,6,5,0,0,0,0,0,0,1,1,28,0.88,0.177,0.167,0.167,1.88,2.57,1.21,0.214,,SV,2일
이재학,1990-10-04,05-08,LG,W 13:5,1,5.1,4,4,24,22,6,1,0,0,2,0,0,6,85,1.50,0.273,0.333,0.652,6.75,0.98,-0.14,0.117,44,W,7+일
이재학,1990-10-04,05-21,@두산,W 12:6,1,5.0,4,4,26,22,8,0,1,0,3,0,1,1,93,1.35,0.250,0.462,0.916,4.96,1.37,-1.62,-0.222,33,,6일
이재학,1990-10-04,06-02,SK,L 2:8,1,4.0,7,7,22,19,9,4,0,0,2,0,1,1,87,1.54,0.290,0.546,1.230,6.08,0.90,-4.78,-0.380,15,L,6일
이재학,1990-10-04,06-13,키움,L 5:18,1,1.2,2,2,8,7,2,0,0,1,0,0,1,2,32,1.30,0.257,0.375,1.089,5.35,0.76,-1.14,-0.132,45,L,6일
이재학,1990-10-04,06-26,@두산,W 9:3,1,4.2,3,3,22,17,5,2,0,0,5,0,0,2,96,1.47,0.277,0.455,0.866,5.60,1.29,-0.69,-0.152,39,,6일
김영규,2000-02-10,05-10,LG,L 8:10,1,5.0,3,3,22,22,8,2,0,2,0,0,0,4,83,1.60,0.364,0.364,1.091,5.40,0.67,-0.23,0.038,43,,7+일
김영규,2000-02-10,05-22,한화,L 3:5,1,5.0,5,3,22,21,6,1,0,3,1,0,0,3,88,1.19,0.286,0.318,1.080,3.94,0.67,-2.23,-0.311,41,L,6일
김영규,2000-02-10,06-21,한화,W 9:7,0,3.0,0,0,10,9,0,0,0,0,1,0,0,1,37,1.29,0.294,0.100,0.100,4.71,1.07,3.01,0.314,HLD,,7+일
김영규,2000-02-10,06-27,@두산,L 3:12,0,1.0,7,7,10,6,5,0,0,1,2,0,0,0,32,1.54,0.326,0.700,2.033,7.15,0.25,-6.81,-0.093,,,2일
구창모,1997-02-17,05-07,@삼성,W 8:2,1,6.0,0,0,22,20,2,1,0,0,2,0,0,8,90,0.67,0.100,0.182,0.332,0.00,0.76,3.33,0.237,74,W,7+일
구창모,1997-02-17,05-20,@두산,L 1:2,1,8.0,1,1,27,26,2,1,0,0,1,0,0,7,100,0.55,0.111,0.111,0.227,0.41,1.01,3.44,0.427,80,,6일
구창모,1997-02-17,05-31,@삼성,W 18:7,1,6.0,0,0,19,18,1,0,0,0,1,0,0,6,84,0.60,0.105,0.105,0.161,0.51,0.40,3.33,0.185,75,W,5일
구창모,1997-02-17,06-12,키움,L 2:3,1,7.0,2,1,25,23,2,1,0,1,2,0,0,8,92,0.69,0.136,0.160,0.421,0.75,0.80,1.89,0.108,73,,6일
구창모,1997-02-17,06-25,@KT,L 6:19,1,4.0,5,4,22,19,8,1,0,0,1,0,0,4,82,0.76,0.161,0.429,0.902,1.37,0.87,-2.78,-0.272,31,,6일
배재환,1995-02-24,05-05,@삼성,W 4:0,0,0.1,0,0,3,1,0,0,0,0,2,0,0,0,16,6.00,0.000,0.667,0.667,0.00,0.76,-0.69,-0.029,,,7+일
배재환,1995-02-24,05-10,LG,L 8:10,0,1.1,0,0,7,5,1,0,0,0,2,0,0,0,36,1.88,0.125,0.429,0.629,0.00,0.16,0.67,0.011,,,2일
배재환,1995-02-24,05-16,@SK,W 2:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,9,1.93,0.235,0.250,0.500,0.00,0.61,0.56,0.043,,W,4일
배재환,1995-02-24,05-19,@두산,W 5:4,0,0.1,2,2,3,1,0,0,0,0,2,0,0,0,16,2.00,0.227,0.667,0.667,3.00,1.68,-0.48,-0.083,HLD,,2일
배재환,1995-02-24,05-24,한화,W 10:5,0,0.1,0,0,2,1,0,0,0,0,0,0,1,0,6,1.56,0.207,0.500,0.500,2.16,1.29,0.54,0.021,HLD,,3일
배재환,1995-02-24,05-28,키움,W 9:6,0,1.0,0,0,6,4,1,0,0,0,2,0,0,1,27,1.66,0.206,0.500,0.750,1.86,1.52,0.15,0.031,,,1일
배재환,1995-02-24,06-03,SK,W 8:6,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,15,1.64,0.205,0.000,0.000,2.45,0.30,0.56,0.023,,,4일
배재환,1995-02-24,06-09,두산,W 12:8,0,1.0,0,0,4,4,1,1,0,0,0,0,0,2,16,1.54,0.213,0.250,0.750,2.77,0.72,-0.43,0.008,,,3일
배재환,1995-02-24,06-12,키움,L 2:3,0,1.0,1,1,7,4,1,1,0,0,1,0,1,1,21,1.47,0.204,0.500,1.000,3.00,3.46,-0.45,-0.300,,L,1일
배재환,1995-02-24,06-17,@KIA,L 6:7,0,1.0,0,0,5,3,1,0,0,0,1,0,0,0,14,1.38,0.197,0.500,0.833,2.60,3.02,-0.43,-0.200,BLSV,,3일
배재환,1995-02-24,06-21,한화,W 9:7,0,0.2,2,2,5,4,2,0,1,0,1,0,0,0,19,1.42,0.206,0.600,1.600,3.32,2.41,-3.03,-0.325,BLSV,,2일
배재환,1995-02-24,06-25,@KT,W 3:1,0,1.0,0,0,4,3,0,0,0,0,1,0,0,0,13,1.43,0.200,0.250,0.250,3.00,2.53,0.56,0.141,HLD,,2일
배재환,1995-02-24,06-27,@두산,L 3:12,0,0.0,2,2,2,2,2,1,0,0,0,0,0,0,9,1.45,0.213,1.000,2.500,3.68,1.94,-1.63,-0.300,,L,1일
배재환,1995-02-24,07-01,롯데,W 6:2,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,4,1.50,0.217,1.000,0.000,3.97,0.49,-0.40,-0.023,,,1일
송명기,2000-08-09,05-17,@SK,W 11:5,0,0.1,3,3,6,4,3,1,0,0,2,0,0,1,26,15.00,0.750,0.833,1.833,81.00,0.03,-3.91,-0.009,,,7+일
송명기,2000-08-09,06-16,@KIA,L 4:7,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,2,4.20,0.444,0.000,0.000,27.00,0.24,0.54,0.006,,,3일
송명기,2000-08-09,06-25,@KT,L 6:19,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,10,1.91,0.267,0.000,0.000,12.27,0.16,0.56,0.013,,,5일
송명기,2000-08-09,06-30,롯데,L 8:10,0,1.0,0,0,4,2,0,0,0,0,1,1,0,1,5,1.41,0.200,0.333,0.333,7.94,0.51,0.95,0.028,,,3일
송명기,2000-08-09,07-04,KIA,W 9:2,0,1.0,1,1,5,4,2,0,0,0,1,0,0,0,18,1.43,0.222,0.600,1.100,7.04,0.15,-0.45,0.001,,,3일
강윤구,1990-07-10,05-05,@삼성,W 4:0,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,10,0.00,0.000,0.000,0.000,0.00,0.37,0.56,0.028,,,7+일
강윤구,1990-07-10,05-10,LG,L 8:10,0,0.2,0,0,3,2,0,0,0,0,1,0,0,0,14,1.29,0.000,0.333,0.333,0.00,1.28,0.17,0.017,,,2일
강윤구,1990-07-10,05-15,@SK,W 6:2,0,0.2,0,0,1,1,0,0,0,0,0,0,0,0,4,1.25,0.154,0.000,0.000,2.25,2.97,0.73,0.197,HLD,,3일
강윤구,1990-07-10,05-19,@두산,W 5:4,0,0.2,2,2,6,6,4,1,0,0,0,0,0,1,25,1.80,0.300,0.667,1.500,5.40,0.61,-1.98,-0.088,,,3일
강윤구,1990-07-10,05-22,한화,L 3:5,0,1.1,0,0,4,4,0,0,0,0,0,0,0,1,16,1.58,0.280,0.000,0.000,4.26,0.36,0.67,0.036,,,2일
강윤구,1990-07-10,05-27,키움,W 10:3,0,0.1,0,0,4,2,1,0,0,0,2,0,0,0,19,2.05,0.323,0.750,1.250,3.68,0.05,-0.52,-0.004,,,3일
강윤구,1990-07-10,06-26,@두산,W 9:3,0,0.2,0,0,3,3,1,0,0,0,0,0,0,0,8,1.93,0.308,0.333,0.667,2.89,1.05,0.57,0.044,,W,1일
강윤구,1990-07-10,06-30,롯데,L 8:10,0,0.0,2,2,3,2,2,0,0,1,1,0,0,0,16,2.13,0.333,1.000,3.500,4.35,2.02,-2.40,-0.437,,L,2일
한현희,1993-06-25,05-09,한화,W 5:3,1,6.0,3,3,26,23,8,2,0,1,1,0,1,4,100,1.50,0.348,0.400,0.965,4.50,1.01,0.33,-0.080,47,W,7+일
한현희,1993-06-25,05-21,SK,W 9:8,1,5.0,5,5,24,21,8,0,0,1,2,0,0,2,80,1.69,0.344,0.435,0.959,5.63,0.73,-2.23,-0.267,31,,5일
한현희,1993-06-25,06-02,@한화,W 15:3,1,7.0,3,2,27,27,7,0,0,0,0,0,0,5,95,1.65,0.330,0.259,0.519,5.60,0.59,-0.12,0.064,58,W,6일
한현희,1993-06-25,06-13,@NC,W 18:5,1,6.0,4,4,28,25,9,0,0,0,0,0,3,5,90,1.53,0.316,0.429,0.789,5.12,0.62,-0.67,0.070,43,W,6일
한현희,1993-06-25,06-25,@LG,W 8:5,1,5.0,2,2,23,22,5,1,0,0,1,0,0,5,85,1.42,0.298,0.261,0.534,4.38,0.70,0.78,-0.018,53,,6일
조상우,1994-09-04,05-06,@KIA,W 3:2,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,10,1.00,0.250,0.250,0.500,0.00,2.85,0.56,0.200,,SV,7+일
조상우,1994-09-04,05-09,한화,W 5:3,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,15,0.67,0.182,0.250,0.500,0.00,1.92,0.56,0.074,,SV,1일
조상우,1994-09-04,05-17,@LG,W 9:4,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,5,0.92,0.235,0.000,0.000,0.00,0.17,0.54,0.004,,,5일
조상우,1994-09-04,05-29,KT,W 5:1,0,1.2,0,0,5,5,0,0,0,0,0,0,0,2,19,0.63,0.179,0.000,0.000,0.00,0.98,2.21,0.118,,SV,7+일
조상우,1994-09-04,06-05,LG,W 6:3,0,1.0,1,1,5,4,1,0,0,1,1,0,0,1,15,0.77,0.189,0.400,1.400,0.87,0.29,-0.45,0.014,,,2일
조상우,1994-09-04,06-12,@NC,W 3:2,0,2.0,0,0,9,7,1,0,0,0,1,0,1,1,33,0.98,0.208,0.333,0.476,0.68,3.10,1.11,0.337,,W,3일
조상우,1994-09-04,06-25,@LG,W 8:5,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,14,0.85,0.185,0.000,0.000,0.59,0.53,0.56,0.041,,SV,0일
조상우,1994-09-04,06-28,KIA,W 1:0,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,11,0.87,0.194,0.250,0.500,0.52,2.30,0.56,0.162,,SV,1일
조상우,1994-09-04,07-03,@KT,L 2:3,0,1.0,1,1,5,4,2,0,0,0,0,0,0,1,22,0.93,0.211,0.500,1.000,0.93,3.18,-0.23,-0.274,,L,1일
문성현,1991-11-09,06-14,@NC,L 5:9,0,1.1,0,0,5,5,2,0,0,0,0,0,0,0,21,1.50,0.400,0.400,0.800,0.00,0.03,0.67,0.002,,,7+일
